,subject,relation,object
10746,exeter,monday,"windy, low of 70f, high of 90f"
10747,exeter,tuesday,"hot, low of 30f, high of 40f"
10748,exeter,wednesday,"raining, low of 80f, high of 100f"
10749,exeter,thursday,"windy, low of 60f, high of 80f"
10750,exeter,friday,"overcast, low of 80f, high of 90f"
10751,exeter,saturday,"clear skies, low of 40f, high of 60f"
10752,exeter,sunday,"cloudy, low of 80f, high of 90f"
10753,new_york,monday,"cloudy, low of 80f, high of 90f"
10755,new_york,wednesday,"hot, low of 30f, high of 40f"
10756,new_york,thursday,"rain, low of 30f, high of 40f"
10757,new_york,friday,"foggy, low of 30f, high of 40f"
10759,new_york,sunday,"cloudy, low of 90f, high of 100f"
10760,downtown_chicago,monday,"cloudy, low of 90f, high of 100f"
10761,downtown_chicago,tuesday,"overcast, low of 70f, high of 80f"
10763,downtown_chicago,thursday,"snow, low of 60f, high of 80f"
10764,downtown_chicago,friday,"snow, low of 90f, high of 100f"
10765,downtown_chicago,saturday,"hot, low of 30f, high of 40f"
10766,downtown_chicago,sunday,"overcast, low of 70f, high of 80f"
10767,cleveland,monday,"warm, low of 60f, high of 70f"
10768,cleveland,tuesday,"hot, low of 60f, high of 70f"
10769,cleveland,wednesday,"warm, low of 40f, high of 60f"
10770,cleveland,thursday,"foggy, low of 60f, high of 80f"
10771,cleveland,friday,"hot, low of 30f, high of 40f"
10772,cleveland,saturday,"overcast, low of 40f, high of 60f"
10773,cleveland,sunday,"windy, low of 40f, high of 60f"
10774,los_angeles,monday,"misty, low of 70f, high of 90f"
10775,los_angeles,tuesday,"hail, low of 60f, high of 70f"
10777,los_angeles,thursday,"humid, low of 60f, high of 70f"
10778,los_angeles,friday,"blizzard, low of 40f, high of 50f"
10779,los_angeles,saturday,"hot, low of 60f, high of 70f"
10780,los_angeles,sunday,"cloudy, low of 40f, high of 60f"
10781,alameda,monday,"clear skies, low of 60f, high of 70f"
10784,alameda,thursday,"hail, low of 30f, high of 50f"
10785,alameda,friday,"snow, low of 60f, high of 70f"
10786,alameda,saturday,"dry, low of 60f, high of 70f"
10788,downtown_chicago,monday,"stormy, low of 60f, high of 80f"
10789,downtown_chicago,tuesday,"rain, low of 60f, high of 80f"
10790,downtown_chicago,wednesday,"foggy, low of 70f, high of 80f"
10791,downtown_chicago,thursday,"stormy, low of 90f, high of 100f"
10792,downtown_chicago,friday,"humid, low of 60f, high of 70f"
10793,downtown_chicago,saturday,"hail, low of 40f, high of 50f"
10794,downtown_chicago,sunday,"drizzle, low of 70f, high of 90f"
10795,alhambra,monday,"snow, low of 90f, high of 100f"
10796,alhambra,tuesday,"dry, low of 70f, high of 80f"
10797,alhambra,wednesday,"windy, low of 20f, high of 30f"
10798,alhambra,thursday,"dry, low of 40f, high of 60f"
10799,alhambra,friday,"dry, low of 60f, high of 80f"
10800,alhambra,saturday,"clear skies, low of 30f, high of 50f"
10801,alhambra,sunday,"snow, low of 60f, high of 80f"
10802,menlo_park,monday,"clear skies, low of 20f, high of 30f"
10803,menlo_park,tuesday,"drizzle, low of 80f, high of 90f"
10804,menlo_park,wednesday,"dew, low of 60f, high of 80f"
10805,menlo_park,thursday,"overcast, low of 70f, high of 90f"
10806,menlo_park,friday,"dry, low of 50f, high of 60f"
10807,menlo_park,saturday,"cloudy, low of 60f, high of 80f"
10808,menlo_park,sunday,"rain, low of 40f, high of 60f"
10809,carson,monday,"misty, low of 50f, high of 60f"
10810,carson,tuesday,"stormy, low of 60f, high of 80f"
10811,carson,wednesday,"cloudy, low of 40f, high of 60f"
10812,carson,thursday,"foggy, low of 40f, high of 50f"
10813,carson,friday,"drizzle, low of 30f, high of 50f"
10814,carson,saturday,"stormy, low of 20f, high of 40f"
10815,carson,sunday,"drizzle, low of 70f, high of 90f"
10817,brentwood,tuesday,"hot, low of 80f, high of 90f"
10818,brentwood,wednesday,"cloudy, low of 20f, high of 30f"
10819,brentwood,thursday,"snow, low of 60f, high of 80f"
10820,brentwood,friday,"cloudy, low of 90f, high of 100f"
10821,brentwood,saturday,"dry, low of 80f, high of 90f"
10823,atherton,monday,"dew, low of 50f, high of 60f"
10824,atherton,tuesday,"windy, low of 90f, high of 100f"
10825,atherton,wednesday,"drizzle, low of 60f, high of 70f"
10826,atherton,thursday,"foggy, low of 60f, high of 80f"
10827,atherton,friday,"cloudy, low of 40f, high of 50f"
10828,atherton,saturday,"clear skies, low of 20f, high of 30f"
10829,atherton,sunday,"foggy, low of 30f, high of 40f"
10830,new_york,monday,"drizzle, low of 30f, high of 40f"
10832,new_york,wednesday,"dew, low of 50f, high of 70f"
10833,new_york,thursday,"hot, low of 50f, high of 70f"
10834,new_york,friday,"stormy, low of 80f, high of 100f"
10835,new_york,saturday,"cloudy, low of 40f, high of 60f"
10836,new_york,sunday,"foggy, low of 20f, high of 30f"
10837,mountain_view,monday,"snow, low of 30f, high of 50f"
10838,mountain_view,tuesday,"foggy, low of 60f, high of 70f"
10839,mountain_view,wednesday,"snow, low of 30f, high of 50f"
10840,mountain_view,thursday,"rain, low of 40f, high of 60f"
10841,mountain_view,friday,"blizzard, low of 50f, high of 60f"
10842,mountain_view,saturday,"foggy, low of 30f, high of 50f"
10844,compton,monday,"snow, low of 20f, high of 40f"
10845,compton,tuesday,"hail, low of 90f, high of 100f"
10846,compton,wednesday,"windy, low of 40f, high of 60f"
10847,compton,thursday,"dry, low of 60f, high of 80f"
10848,compton,friday,"cloudy, low of 90f, high of 100f"
10849,compton,saturday,"humid, low of 70f, high of 80f"
10850,compton,sunday,"drizzle, low of 70f, high of 80f"
10851,alhambra,monday,"clear skies, low of 30f, high of 50f"
10852,alhambra,tuesday,"overcast, low of 70f, high of 80f"
10853,alhambra,wednesday,"clear skies, low of 90f, high of 100f"
10854,alhambra,thursday,"hail, low of 20f, high of 30f"
10855,alhambra,friday,"dry, low of 20f, high of 30f"
10856,alhambra,saturday,"misty, low of 30f, high of 50f"
10857,alhambra,sunday,"dry, low of 40f, high of 50f"
10858,menlo_park,monday,"snow, low of 70f, high of 90f"
10860,menlo_park,wednesday,"rain, low of 70f, high of 80f"
10861,menlo_park,thursday,"raining, low of 20f, high of 40f"
10862,menlo_park,friday,"drizzle, low of 50f, high of 70f"
10863,menlo_park,saturday,"hot, low of 70f, high of 90f"
10864,menlo_park,sunday,"snow, low of 60f, high of 70f"
10865,camarillo,monday,"snow, low of 80f, high of 100f"
10866,camarillo,tuesday,"overcast, low of 30f, high of 40f"
10867,camarillo,wednesday,"dew, low of 70f, high of 80f"
10868,camarillo,thursday,"raining, low of 70f, high of 80f"
10869,camarillo,friday,"stormy, low of 90f, high of 100f"
10870,camarillo,saturday,"overcast, low of 40f, high of 50f"
10872,exeter,monday,"stormy, low of 20f, high of 40f"
10874,exeter,wednesday,"clear skies, low of 20f, high of 30f"
10875,exeter,thursday,"clear skies, low of 60f, high of 70f"
10876,exeter,friday,"windy, low of 60f, high of 70f"
10877,exeter,saturday,"cloudy, low of 80f, high of 100f"
10878,exeter,sunday,"raining, low of 40f, high of 60f"
10879,downtown_chicago,monday,"snow, low of 20f, high of 30f"
10881,downtown_chicago,wednesday,"overcast, low of 40f, high of 60f"
10882,downtown_chicago,thursday,"windy, low of 80f, high of 100f"
10883,downtown_chicago,friday,"hail, low of 20f, high of 30f"
10884,downtown_chicago,saturday,"windy, low of 70f, high of 80f"
10885,downtown_chicago,sunday,"overcast, low of 70f, high of 90f"
10887,oakland,tuesday,"foggy, low of 60f, high of 80f"
10888,oakland,wednesday,"stormy, low of 50f, high of 60f"
10889,oakland,thursday,"blizzard, low of 40f, high of 50f"
10890,oakland,friday,"overcast, low of 20f, high of 30f"
10891,oakland,saturday,"clear skies, low of 30f, high of 40f"
10892,oakland,sunday,"clear skies, low of 20f, high of 30f"
10893,atherton,monday,"foggy, low of 20f, high of 40f"
10894,atherton,tuesday,"dry, low of 40f, high of 60f"
10895,atherton,wednesday,"stormy, low of 90f, high of 100f"
10896,atherton,thursday,"blizzard, low of 40f, high of 60f"
10897,atherton,friday,"blizzard, low of 20f, high of 30f"
10898,atherton,saturday,"clear skies, low of 60f, high of 70f"
10899,atherton,sunday,"hail, low of 30f, high of 50f"
10900,corona,monday,"rain, low of 80f, high of 100f"
10901,corona,tuesday,"warm, low of 70f, high of 90f"
10902,corona,wednesday,"drizzle, low of 40f, high of 50f"
10904,corona,friday,"rain, low of 20f, high of 30f"
10905,corona,saturday,"windy, low of 30f, high of 50f"
10906,corona,sunday,"humid, low of 60f, high of 80f"
10907,grand_rapids,monday,"humid, low of 90f, high of 100f"
10908,grand_rapids,tuesday,"overcast, low of 90f, high of 100f"
10909,grand_rapids,wednesday,"frost, low of 30f, high of 40f"
10910,grand_rapids,thursday,"frost, low of 40f, high of 60f"
10911,grand_rapids,friday,"blizzard, low of 50f, high of 60f"
10912,grand_rapids,saturday,"overcast, low of 40f, high of 60f"
10913,grand_rapids,sunday,"raining, low of 20f, high of 40f"
10914,san_francisco,monday,"clear skies, low of 20f, high of 30f"
10915,san_francisco,tuesday,"clear skies, low of 40f, high of 60f"
10916,san_francisco,wednesday,"raining, low of 50f, high of 70f"
10918,san_francisco,friday,"clear skies, low of 80f, high of 100f"
10919,san_francisco,saturday,"overcast, low of 80f, high of 90f"
10920,san_francisco,sunday,"humid, low of 80f, high of 100f"
10959,stanford_oval_parking,distance,4 miles
10965,durham,wednesday,"warm, low of 40f, high of 60f"
10966,durham,thursday,"warm, low of 30f, high of 40f"
10967,durham,friday,"hot, low of 40f, high of 60f"
10968,durham,saturday,"windy, low of 70f, high of 80f"
10969,durham,sunday,"rain, low of 60f, high of 70f"
10970,exeter,monday,"overcast, low of 40f, high of 60f"
10971,exeter,tuesday,"cloudy, low of 80f, high of 100f"
10972,exeter,wednesday,"warm, low of 60f, high of 70f"
10973,exeter,thursday,"raining, low of 70f, high of 80f"
10974,exeter,friday,"warm, low of 60f, high of 70f"
10975,exeter,saturday,"cloudy, low of 60f, high of 70f"
10976,exeter,sunday,"overcast, low of 60f, high of 70f"
10977,san_francisco,monday,"cloudy, low of 40f, high of 60f"
10978,san_francisco,tuesday,"raining, low of 40f, high of 60f"
10979,san_francisco,wednesday,"windy, low of 40f, high of 60f"
10980,san_francisco,thursday,"rain, low of 30f, high of 40f"
10981,san_francisco,friday,"snow, low of 90f, high of 100f"
10982,san_francisco,saturday,"cloudy, low of 90f, high of 100f"
10983,san_francisco,sunday,"snow, low of 90f, high of 100f"
10986,fresno,wednesday,"overcast, low of 80f, high of 100f"
10989,fresno,saturday,"hot, low of 70f, high of 80f"
10990,fresno,sunday,"hot, low of 70f, high of 80f"
10991,menlo_park,monday,"warm, low of 30f, high of 40f"
10992,menlo_park,tuesday,"snow, low of 70f, high of 80f"
10993,menlo_park,wednesday,"hot, low of 90f, high of 100f"
10994,menlo_park,thursday,"cloudy, low of 40f, high of 60f"
10995,menlo_park,friday,"raining, low of 80f, high of 100f"
10996,menlo_park,saturday,"clear skies, low of 30f, high of 40f"
10997,menlo_park,sunday,"cloudy, low of 90f, high of 100f"
10998,mountain_view,monday,"overcast, low of 30f, high of 40f"
11000,mountain_view,wednesday,"clear skies, low of 30f, high of 40f"
11001,mountain_view,thursday,"hot, low of 90f, high of 100f"
11003,mountain_view,saturday,"snow, low of 70f, high of 80f"
11004,mountain_view,sunday,"foggy, low of 90f, high of 100f"
11005,grand_rapids,monday,"windy, low of 70f, high of 80f"
11006,grand_rapids,tuesday,"foggy, low of 40f, high of 60f"
11007,grand_rapids,wednesday,"cloudy, low of 70f, high of 80f"
11009,grand_rapids,friday,"warm, low of 70f, high of 90f"
11010,grand_rapids,saturday,"cloudy, low of 90f, high of 100f"
11011,grand_rapids,sunday,"raining, low of 90f, high of 100f"
11012,boston,monday,"warm, low of 90f, high of 100f"
11013,boston,tuesday,"hail, low of 60f, high of 70f"
11015,boston,thursday,"dew, low of 80f, high of 100f"
11016,boston,friday,"cloudy, low of 70f, high of 90f"
11017,boston,saturday,"overcast, low of 60f, high of 80f"
11018,boston,sunday,"misty, low of 20f, high of 30f"
11019,fresno,monday,"raining, low of 80f, high of 90f"
11020,fresno,tuesday,"overcast, low of 30f, high of 40f"
11021,fresno,wednesday,"raining, low of 30f, high of 50f"
11022,fresno,thursday,"misty, low of 60f, high of 70f"
11023,fresno,friday,"dew, low of 20f, high of 40f"
11024,fresno,saturday,"rain, low of 20f, high of 30f"
11025,fresno,sunday,"windy, low of 40f, high of 60f"
11026,mountain_view,monday,"warm, low of 70f, high of 80f"
11027,mountain_view,tuesday,"rain, low of 20f, high of 30f"
11028,mountain_view,wednesday,"raining, low of 40f, high of 50f"
11029,mountain_view,thursday,"hail, low of 80f, high of 90f"
11030,mountain_view,friday,"hot, low of 70f, high of 80f"
11031,mountain_view,saturday,"stormy, low of 40f, high of 50f"
11032,mountain_view,sunday,"dry, low of 80f, high of 100f"
11033,cleveland,monday,"misty, low of 70f, high of 80f"
11034,cleveland,tuesday,"drizzle, low of 30f, high of 50f"
11035,cleveland,wednesday,"clear skies, low of 50f, high of 60f"
11036,cleveland,thursday,"snow, low of 90f, high of 100f"
11038,cleveland,saturday,"windy, low of 30f, high of 40f"
11039,cleveland,sunday,"frost, low of 40f, high of 50f"
11040,menlo_park,monday,"overcast, low of 50f, high of 70f"
11041,menlo_park,tuesday,"overcast, low of 50f, high of 60f"
11043,menlo_park,thursday,"windy, low of 80f, high of 100f"
11044,menlo_park,friday,"drizzle, low of 40f, high of 50f"
11045,menlo_park,saturday,"foggy, low of 40f, high of 50f"
11046,menlo_park,sunday,"warm, low of 60f, high of 80f"
11047,brentwood,monday,"dew, low of 40f, high of 50f"
11048,brentwood,tuesday,"drizzle, low of 60f, high of 70f"
11049,brentwood,wednesday,"hail, low of 90f, high of 100f"
11050,brentwood,thursday,"cloudy, low of 20f, high of 30f"
11051,brentwood,friday,"dry, low of 30f, high of 40f"
11052,brentwood,saturday,"clear skies, low of 70f, high of 90f"
11053,brentwood,sunday,"windy, low of 90f, high of 100f"
11054,san_mateo,monday,"snow, low of 20f, high of 40f"
11055,san_mateo,tuesday,"blizzard, low of 20f, high of 30f"
11056,san_mateo,wednesday,"clear skies, low of 60f, high of 80f"
11057,san_mateo,thursday,"stormy, low of 50f, high of 70f"
11058,san_mateo,friday,"misty, low of 60f, high of 80f"
11059,san_mateo,saturday,"dry, low of 80f, high of 90f"
11060,san_mateo,sunday,"clear skies, low of 90f, high of 100f"
11070,dentist,date,friday
11086,tennis_activity,time,10 am
11091,new_york,monday,"windy, low of 20f, high of 40f"
11092,new_york,tuesday,"frost, low of 20f, high of 30f"
11093,new_york,wednesday,"foggy, low of 50f, high of 60f"
11094,new_york,thursday,"drizzle, low of 70f, high of 90f"
11095,new_york,friday,"raining, low of 20f, high of 30f"
11096,new_york,saturday,"dry, low of 30f, high of 50f"
11098,san_francisco,monday,"humid, low of 60f, high of 70f"
11099,san_francisco,tuesday,"dry, low of 50f, high of 60f"
11100,san_francisco,wednesday,"clear skies, low of 30f, high of 40f"
11101,san_francisco,thursday,"dry, low of 20f, high of 30f"
11102,san_francisco,friday,"rain, low of 60f, high of 70f"
11103,san_francisco,saturday,"raining, low of 70f, high of 80f"
11104,san_francisco,sunday,"clear skies, low of 40f, high of 50f"
11105,san_mateo,monday,"windy, low of 60f, high of 70f"
11106,san_mateo,tuesday,"foggy, low of 50f, high of 70f"
11107,san_mateo,wednesday,"drizzle, low of 20f, high of 40f"
11108,san_mateo,thursday,"windy, low of 30f, high of 40f"
11109,san_mateo,friday,"snow, low of 60f, high of 70f"
11110,san_mateo,saturday,"raining, low of 30f, high of 40f"
11111,san_mateo,sunday,"snow, low of 30f, high of 50f"
11113,menlo_park,tuesday,"dry, low of 80f, high of 100f"
11114,menlo_park,wednesday,"cloudy, low of 40f, high of 60f"
11115,menlo_park,thursday,"raining, low of 80f, high of 100f"
11116,menlo_park,friday,"foggy, low of 70f, high of 90f"
11117,menlo_park,saturday,"cloudy, low of 40f, high of 60f"
11118,menlo_park,sunday,"snow, low of 20f, high of 40f"
11120,oakland,tuesday,"overcast, low of 60f, high of 80f"
11121,oakland,wednesday,"cloudy, low of 30f, high of 40f"
11122,oakland,thursday,"foggy, low of 60f, high of 80f"
11123,oakland,friday,"foggy, low of 50f, high of 70f"
11124,oakland,saturday,"raining, low of 70f, high of 90f"
11125,oakland,sunday,"drizzle, low of 70f, high of 80f"
11129,boston,thursday,"blizzard, low of 50f, high of 60f"
11131,boston,saturday,"clear skies, low of 30f, high of 40f"
11132,boston,sunday,"windy, low of 40f, high of 60f"
11133,inglewood,monday,"snow, low of 70f, high of 90f"
11135,inglewood,wednesday,"rain, low of 30f, high of 40f"
11136,inglewood,thursday,"rain, low of 80f, high of 100f"
11137,inglewood,friday,"drizzle, low of 90f, high of 100f"
11138,inglewood,saturday,"snow, low of 70f, high of 90f"
11139,inglewood,sunday,"drizzle, low of 80f, high of 100f"
11140,san_jose,monday,"snow, low of 30f, high of 40f"
11141,san_jose,tuesday,"dry, low of 70f, high of 90f"
11142,san_jose,wednesday,"raining, low of 80f, high of 100f"
11143,san_jose,thursday,"rain, low of 70f, high of 80f"
11144,san_jose,friday,"warm, low of 90f, high of 100f"
11145,san_jose,saturday,"humid, low of 50f, high of 70f"
11146,san_jose,sunday,"overcast, low of 80f, high of 90f"
11147,los_angeles,monday,"warm, low of 60f, high of 80f"
11148,los_angeles,tuesday,"humid, low of 80f, high of 90f"
11149,los_angeles,wednesday,"clear skies, low of 50f, high of 70f"
11150,los_angeles,thursday,"cloudy, low of 20f, high of 40f"
11152,los_angeles,saturday,"snow, low of 40f, high of 60f"
11153,los_angeles,sunday,"cloudy, low of 20f, high of 30f"
11154,oakland,monday,"snow, low of 60f, high of 70f"
11157,oakland,thursday,"dry, low of 60f, high of 70f"
